ID,Created,QA Name,Agent ID,Operation,Customer Account Number,Interaction Number,Interaction Type,Date of Interaction,Time of Interaction,Was the Value of the credit accurate?,How much compensation WAS given by the Agent?,How much compensation SHOULD the Agent have given?,What Credit Code was used?,Was the Credit Code used correctly?,What credit code should have been used?,Were credit rules followed as per Support?,Failure reasons,Commentary for Credit adherence,Appealed?,What was appealed?,Tech M Appeal Comments,Initial Appeal Decision,Reasons for Initial Appeal Outcome Decision,Re-appeal?,Re-appeal comments,Final UK Position,Final UK Position commentary,Object ID/Title of Process,What have we amended from orignal audit?,Created_Date,Credit_given,Credit_Amount_Correct
2155,27/03/2025 14:58,employee_3,72061,Complaints,985867095,0bbc6ab9-8fc9-40ad-9d1e-da78fc1a203f,Webchat,17/03/2025,16:06:34,Yes,145.68,145.68,Non-Prefix B2C/B2B Code Used (Legacy Code - Account level),no - wrong code used,B2C-Deceased/Terminal Illness,Yes,"[""N/A - No Fails""]","Scenario
Account holder contacted to make us aware that his son (the primary user of the subscription) has passed away. Looking to close the account. 

Aligned with the credit. (Wrong code used)

Support Article 
Managing a deceased customer’s account (Amdocs B2C - Bereavement Team Only)
Last updated 12/02/2025
Object ID 223397

Support Evidence
Waive any outstanding balance.

If there's an outstanding balance, apply a credit using Credit FA, use the code: Deceased Or Terminal Illness Closure. (Apply a credit on the closed account and zero balance the account).

Empowerment Used - N/A",No,,,,,,,,,,,27/03/2025,145.68,145.68
2156,28/03/2025 09:24,employee_17,928987842,Airtime Payment Support,928987842,fa25cb82-657b-4f24-a36f-ee88530f7277,Voice,24/03/2025,09:26:02,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed as they believed they had arranged for this to be adjusted previously.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,28/03/2025,4.17,4.17
2157,28/03/2025 09:31,employee_17,95772,Airtime Payment Support,984890020,c8d27800-4ada-438b-9b73-35265db220a5,Voice,24/03/2025,10:54:27,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,28/03/2025,4.17,4.17
2158,28/03/2025 09:42,employee_12,87153,Complaints,981792206,bacd4556-734c-45de-a763-1f8b082939a2,Voice,21/03/2025,10:40:35,Yes,63.78,63.78,B2C-Account Not Closed,yes,B2C-Account Not Closed,Yes,"[""N/A - No Fails""]","Scenario - The customer was unaware the contract had continued as they have 3 numbers with Three they didn't notice the contract continue on.

Aligned with the credit as per support. 

Support Article - Account not ceased as expected (Amdocs B2C - CRT and Manage), Last updated 03/03/2025, Object ID 226711

Support evidence - 
Agent followed steps under ‘Customer never called to cease their contract, but thought the contract would end when the contract term expired’

Empowerment used - N/A
Correctional credit as per the policy.",No,,,,,,,,,,,28/03/2025,63.78,63.78
2159,28/03/2025 09:45,employee_17,90756,Airtime Payment Support,967620189,7bfc7ddb-5fcf-4551-a8aa-3bc3035732a1,Voice,22/03/2025,13:21:46,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’",No,,,,,,,,,,,28/03/2025,4.17,4.17
2160,28/03/2025 09:50,employee_17,94027,Airtime Payment Support,929094899,7fe81160-42e8-4505-ab0c-06c53ec4418c,Voice,20/03/2025,09:06:11,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’",No,,,,,,,,,,,28/03/2025,4.17,4.17
2161,28/03/2025 09:53,employee_17,94027,Airtime Payment Support,986223422,7fe81160-42e8-4505-ab0c-06c53ec4418c,Voice,20/03/2025,09:06:11,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’",No,,,,,,,,,,,28/03/2025,4.17,4.17
2162,28/03/2025 09:58,employee_17,93384,Airtime Payment Support,988242642,f2e0698d-96cd-4ed6-a097-72ed55c4778c,Voice,19/03/2025,14:52:52,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,28/03/2025,4.17,4.17
2163,28/03/2025 10:05,employee_17,95502,Airtime Payment Support,955825555,e8f6a0f8-e169-4304-99f2-86399aa20b93,Voice,18/03/2025,16:15:38,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,28/03/2025,4.17,4.17
2164,28/03/2025 10:12,employee_17,95369,Airtime Payment Support,129212616,057aa668-afa0-409e-932b-42dc053ee81f,Voice,20/03/2025,19:30:16,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,28/03/2025,4.17,4.17
2165,28/03/2025 10:20,employee_12,74284,Complaints,927168510,206df1e1-01d7-492d-809e-f20260d3d570,Voice,18/03/2025,08:18:55,Yes,60,60,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - The customer was unhappy with the international call charges they incurred whilst roaming as they believed this would be included.
Agent offered £60 credit against the £73 charges 

Aligned with the credit as per support. 

Support Article - Managing billing disputes (Amdocs B2C), Last updated 07/03/2025, Object ID 208119

Support evidence - 
OOB charges above £60.01

Step1: Negotiate and offer up to £60

•	Code to be used: B2C-Credit for Out Of Bundle
•	Amount to be offered: Up to £100
•	Conditions: Follow OOB matrix


Empowerment used - N/A
Correctional credit as per the policy.",No,,,,,,,,,,,28/03/2025,60.0,60.0
2166,28/03/2025 13:43,employee_12,90574,Complaints,118687109,75025382-c21e-44d7-b728-5fb6c934b821,Webchat,17/03/2025,12:38:29,Yes,10,10,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario - The customer was unhappy they were not told they were adding a recurring add on when they had contacted the CS when needing extra data, they feel they have been misinformed and didn’t make the right choice for their needs

Aligned with the credit as per support. 

Support Article - Goodwill Empowerment (Amdocs B2C - CRT), Last updated 11/07/2024, Object ID 261220

Support evidence - 
•	Protect future customer experience: To acknowledge a poor customer experience that a customer has had with us that may impact their image of our brand and impact our reputation.
•	Customer service failings: When we have clearly let a customer down by not following the correct process or not applying the correct actions when expected.",No,,,,,,,,,,,28/03/2025,10.0,10.0
2167,28/03/2025 15:37,employee_3,65677,Complaints,955993588,530b1268-14fc-4c13-839f-920af814b4be,Webchat,26/03/2025,18:26:30,Yes,10,10,B2C-Poor customer service - GW,yes,B2C-Poor customer service - GW,Yes,"[""N/A - No Fails""]","Scenario
Customer wishes to raise a complaint as she has no services, upon investigation the customer wanted to cancel an upgrade (reverse) but due to a technical fault the account appears to be cancelled instead of just the upgrade. 

Aligned with the credit - no fault of the customer (Three error)

Support Article 
Goodwill Empowerment (Amdocs B2C - CRT)
Last updated 11/07/2024
Object ID 261220

Support Evidence
Customer service failings: When we have clearly let a customer down by not following the correct process or not applying the correct actions when expected.

Empowerment Used - N/A (Correctly)",No,,,,,,,,,,,28/03/2025,10.0,10.0
2168,02/04/2025 13:53,employee_2,89242,Airtime Payment Support,106303213,7ef92e7d-2333-4d47-b125-549809ed9e20,Voice,01/04/2025,00:15:47,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2169,02/04/2025 14:11,employee_8,93503,Welcome,988508290,b9c9a286-13f6-47a6-9bd4-1cabe515a0ce,Webchat,01/04/2025,21:45:31,Yes,2.14,2.14,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer believed that a Business call made from Three would not be charged. Agent explains that the charges are valid. Customer dialed area code 353 and is therefore a valid charge. Customer is not happy. Correct process followed.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges up to £10	
Offer full refund without negotiating.	
OOB/ETB charge: £2.14
Eligible refund: £2.14

Empowerment used - N/A",No,,,,,,,,,,,02/04/2025,2.14,2.14
2170,02/04/2025 14:15,employee_2,93273,Airtime Payment Support,107665577,09d3a634-4dbc-4ad9-a7e3-918532dbe178,Voice,01/04/2025,00:10:52,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2171,02/04/2025 14:26,employee_2,89242,Airtime Payment Support,933263210,a749078a-95d0-426c-a8ac-215e50cd6489,Voice,01/04/2025,00:08:20,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2172,02/04/2025 14:41,employee_2,92611,DF Payment Support,960228190,4f7ad709-830d-45bf-9dc0-b138d962c906,Voice,01/04/2025,00:25:22,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2173,02/04/2025 15:09,employee_2,34334,DF Payment Support,981617733,ef03abd8-c715-4bba-95ce-a3d08c573779,Voice,01/04/2025,01:00:28,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2174,02/04/2025 15:43,employee_2,22780,DF Payment Support,985756725,d1a3f80d-4d3b-467c-a790-fa27f5b9183c,Voice,01/04/2025,01:13:31,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process. Applied to two accounts and both accounts are eligible.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2175,02/04/2025 15:45,employee_2,22780,DF Payment Support,985756921,d1a3f80d-4d3b-467c-a790-fa27f5b9183c,Voice,01/04/2025,01:13:31,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge as per process. Applied to two accounts in regard to this customer with both accounts eligible.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,02/04/2025,4.17,4.17
2176,03/04/2025 08:16,employee_17,94040,Airtime Payment Support,988351961,851b057f-352d-4d6a-8761-34c5665d8fbd,Voice,01/04/2025,17:32:48,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed. The advisor removed the charge and advised this was a one off waiver.   

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,03/04/2025,4.17,4.17
2177,03/04/2025 12:12,employee_8,94561,Billing,987073921,9628fde5-9852-42f1-a3dc-3ca252f8fb59,Webchat,01/04/2025,09:43:33,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario - Customers DD is not set up anymore on the account and is now charged the non-DD fee of £5, customer is not happy. As a one of exception agent has offered the £5 non-DD fee as a credit and has mad the customer aware that if no DD is set up in the future there will be a £5 charge as they are valid. 

Aligned with the credit as per support.

Support Article - Managing recurring payment discount disputes (Amdocs – B2C)

Support evidence - In Amdocs, check for the following:
An interaction with the sub-reason: Recurring Payment Discount.
If a credit has been applied using the One-Off Charge code: Recurring Payment Disc credit.
If you can see the above, follow the Caller has recurring payment discount dispute not for the first time process below.

If you can't see the above, continue with this process.
Tell them:
The charges are correct.
For more information about our prices you can visit www.three.co.uk/bills or download our price guide from www.three.co.uk/priceguide
You can access My3 by visiting https://www.three.co.uk/customer-login to manage your bills. 
Offer to set up a Direct Debit if not done already and explain the benefits. If the customer refuses to set up a Direct Debit, explain to them that they will not receive the £5 recurring payment discount.

If the customer continues to dispute the charges, follow the relevant process below.
Customer still disputes not receiving a recurring payment discount.
There should be no exceptions to the below process.
1 - Offer the customer £5 credit to their account.
If the customer accepts the offer, apply the £5 credit using the one-off charge code: B2C - Non-DD fee credit.
2 - Explain the credit will be applied on their next bill

Empowerment used - N/A",No,,,,,,,,,,,03/04/2025,4.17,4.17
2178,03/04/2025 12:12,employee_8,88505,Billing,936086421,661bbd25-b4e9-4d34-abf9-d1d18f68653d,Webchat,01/04/2025,17:24:10,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario - Customer is querying why the bill is £11 when it should be £6. Agent explains that the DD was cancelled. Customer was not aware of this and disputes the charge. Customer has set the DD back up in the app whilst on the chat.

Aligned with the credit as per support.

Support Article - Managing recurring payment discount disputes (Amdocs – B2C)

Support evidence - In Amdocs, check for the following:
An interaction with the sub-reason: Recurring Payment Discount.
If a credit has been applied using the One-Off Charge code: Recurring Payment Disc credit.
If you can see the above, follow the Caller has recurring payment discount dispute not for the first time process below.

If you can't see the above, continue with this process.
Tell them:
The charges are correct.
For more information about our prices you can visit www.three.co.uk/bills or download our price guide from www.three.co.uk/priceguide
You can access My3 by visiting https://www.three.co.uk/customer-login to manage your bills. 
Offer to set up a Direct Debit if not done already and explain the benefits. If the customer refuses to set up a Direct Debit, explain to them that they will not receive the £5 recurring payment discount.

If the customer continues to dispute the charges, follow the relevant process below.
Customer still disputes not receiving a recurring payment discount.
There should be no exceptions to the below process.
1 - Offer the customer £5 credit to their account.
If the customer accepts the offer, apply the £5 credit using the one-off charge code: B2C - Non-DD fee credit.
2 - Explain the credit will be applied on their next bill

Empowerment used - N/A",No,,,,,,,,,,,03/04/2025,4.17,4.17
2179,03/04/2025 12:12,employee_8,88347,Billing,955573558,8fd081e1-1252-4151-9f0a-e37c5a63afe4,Webchat,01/04/2025,08:23:53,Yes,22.5,22.5,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer is not happy with her bill as she feels she has been overcharged. Agent explains the charges around maritime network. Customer understand but is not happy with the charges as this was not explained to her before. 

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges between £10.01 - £60	
Step1: Negotiate and offer up to 50% of the disputed amount.
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount.	

OOB Credit calculator	
OOB/ETB charge: £45
First Offer: £22.5 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,03/04/2025,22.5,22.5
2180,03/04/2025 15:27,employee_8,94573,Billing,981136163,241daae7-61c9-4a55-9581-46433eb01d11,Webchat,01/04/2025,09:51:11,Yes,5.83,5.83,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer had travelled to Morocco and had tried to access her data. Cusotmer paid the £7 daily pass but could not access her services. Customer is not contacting Three to get a refund of £7 as she could not use the services she had paid for.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges up to £10	
Offer full refund without negotiating.	
OOB/ETB charge: £5.83
Eligible refund: £5.83

Empowerment used - N/A",No,,,,,,,,,,,03/04/2025,5.83,5.83
2181,03/04/2025 15:27,employee_8,94590,Billing,957401969,d2b205c9-ff98-4b6f-a31f-caf3d8e8084e,Webchat,01/04/2025,11:27:45,Yes,3.91,3.91,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer contacting as querying her latest bill. Agent explains the roaming charges and cusotmer disputes this as she was advised there would be no roaming charges. 

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges up to £10	
Offer full refund without negotiating.	
OOB/ETB charge: £3.91
Eligible refund: £3.91

Empowerment used - N/A",No,,,,,,,,,,,03/04/2025,3.91,3.91
2182,04/04/2025 09:29,employee_8,82930,Billing,988339403,59b49315-23e5-441b-b9e8-207ce2081cf0,Voice,02/04/2025,10:09:38,Yes,10.21,10.21,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer was on a cruise and had purchased the 3-day roaming pass. On day 1 customer was charged £7 to activate her services instead of the pass. On one of the other days customer was not able to use her services even though the pass was active. Customer is not happy she was charged and not being able to use her services.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges between £10.01 - £60	
Step1: Negotiate and offer up to 50% of the disputed amount.
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount.

OOB Credit calculator	
OOB/ETB charge: £20.41
First Offer: £10.205 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,04/04/2025,10.21,10.21
2183,04/04/2025 11:58,employee_8,95621,Billing,987580741,9446fdf4-eaf5-4129-85fb-1dddd4066a40,Voice,02/04/2025,18:52:56,Yes,50,50,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer made calls to her sister in Florida via facetime and has now noticed she has been charged international call fee on her Three bill. Customer is not happy as she has not been charged before and she had requested a £0 spend cap. Agent has set up the £0 spend cap.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges above £60.01	
Step1: Negotiate and offer up to £60
Step 2: If the customer doesn't agree, offer a one-off credit as per the next step.	
OOB/ETB Next & Final Offer(Charges above £60.01)	
Step 1: Offer customer 50% of outstanding OOB charge or £75, whichever is less.
Step 2: Offer customer 100% of outstanding OOB charge or £100, whichever is less.

OOB Credit calculator	
OOB/ETB charge: £63.40
First Offer: £60 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,04/04/2025,50.0,50.0
2184,04/04/2025 13:55,employee_8,94049,Billing,987373190,e0b4968f-8a02-4e76-95d6-849b4c029a33,Voice,02/04/2025,11:11:15,Yes,15.33,15.33,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer has been charged for calling an UAE number. Customer disputes this as he advised he does not know anyone in the UAE and when he went on holiday to Dubai he bought a local sim so he would not be charged. Agent explains the calls has been made twice. Customer unhappy and disputes the charges.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges between £10.01 - £60	
Step1: Negotiate and offer up to 50% of the disputed amount.
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount.	

OOB Credit calculator	
OOB/ETB charge: £15.33
First Offer: £7.665 - Offered and declined by the customer.
Final Offer: £15.33 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,04/04/2025,15.33,15.33
2185,04/04/2025 15:40,employee_8,88061,Billing,982203895,6611de87-d320-4416-888b-c805f8d87a32,Voice,02/04/2025,12:08:30,Yes,21.99,21.99,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer has gone to main land Europe and has passes on her account as per her contract so customer should not have been charged roaming. Agent checks the account and asks how the cusotmer traveled as it is maritime charges. Customer is not happy as she turned off the data before she went on the ferry and did not turn it back on until she was off the ferry and is not happy she has been charged.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges between £10.01 - £60	
Step1: Negotiate and offer up to 50% of the disputed amount.
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount.	

OOB Credit calculator	
OOB/ETB charge: £21.99
First Offer: £10.995 - Offered and declined by the customer.
Final Offer: £21.99 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,04/04/2025,21.99,21.99
2186,04/04/2025 15:40,employee_8,95245,Billing,120400534,38d27c4e-5531-40ff-ba24-1d4eb355d1ac,Voice,01/04/2025,15:03:34,Yes,19.29,19.29,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - Customer checked his bill and noticed a high bill from a couple of months ago. Customer had gone to a Three store and was advises he had made calls to USA. Customer disputes this and is calling to see what can be done with the charges. Agent explains the number was called 3 times with dates and time. Customer disputes he has made any of these calls.

Aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges between £10.01 - £60	
Step1: Negotiate and offer up to 50% of the disputed amount.
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount.	

OOB Credit calculator	
OOB/ETB charge: £38.58
First Offer: £19.29 - Offered and accepted by the customer.

Empowerment used - N/A",No,,,,,,,,,,,04/04/2025,19.29,19.29
2187,04/04/2025 15:40,employee_8,82348,Billing,931629175,5526269a-4126-4577-a934-d5535d7e4a12,Voice,01/04/2025,15:36:11,Yes,5.83,5.83,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,No,"[""Credit provided when no credit was due""]","Scenario - Customer is calling as he believed he has been charged in Dubai and explains he had not used his phone. Agent explains customer has been charged for sending a text whilst in South Africa, agent explains that the £7 is for accessing the services abroad for a full 24 hours. Customer understands this, then the agent leads the call and offers the credit without the customer pushing or mentioning this. Credit is provided where it is not needed/valid.

Not aligned with the credit as per support.

Support Article - Billing disputes.

Support evidence - OOB/ETB charges up to £10	
Offer full refund without negotiating.	
OOB/ETB charge: £7
Eligible refund: £0

When the customer disputes the charge the agent should offer full refund without negotiating, however, customer did not dispute the charge. Therefore, the credit should not have been offered by the agent.",No,,,,,,,,,,,04/04/2025,5.83,5.83
2188,07/04/2025 09:33,employee_2,93273,Airtime Payment Support,100632278,0fc01c97-f973-4714-9b4f-a738157692e4,Voice,05/04/2025,11:26:21,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,No,"[""Proactively offered credit ""]","Scenario:  

The customer queried why his bill was higher and the agent explained it while proactively offering an application of the credit. Customer obviously accepts but there was no need to offer it in the first place.

Unaligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",Yes,"[""Credit Value accuracy""]","Called as he finished his contract and we are still charging him. Informed needs to clear OS of 34.13GBP, said he made payment in store, informed no payment reflecting. Informed need to make payment and then we can cancel. Said his payment should be 29GBP informed 5GBP charge for DD, agent has proactively informed can waive of the charge before customer could respond. Under the Managing recurring payment discount disputes (Amdocs – B2C) objid231783. If the customer continues to dispute the charges, follow the relevant process below. So the credit offer was proactive, should gave waited for the customer to respond before offering credit. Error valid for Accuracy, however the correct amount was applied as per what the agent promised so the error for Value should be reversed.",Overturned,"Synopsis

Agent proactively offers the waiver to the customer for a non-DD fee credit. 

Overturned
Credit Value

Reason for overturn

Agent proactively offers the credit, we can't take away from the customer what we're promised. There was no customer response to justify a dispute.",,,,,,,07/04/2025,4.17,4.17
2189,07/04/2025 10:08,employee_2,90756,Airtime Payment Support,952215981,d54dec41-3ea1-4f17-b639-6420ed49c7ba,Voice,05/04/2025,10:13:57,Yes,4.17,4.17,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario:  

The customer requested that the £5 non DD charge be removed as they couldn't afford it. The advisor removed the charge as per process.

Aligned with credit as per support.  

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783 

Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’ 

Empowerment used – N/A.",No,,,,,,,,,,,07/04/2025,4.17,4.17
